yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavalueunit,datavaluetype,datavalue,datavaluealt,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,:@computed_region_bxsw_vy29,:@computed_region_he4y_prf8,geolocation.latitude,geolocation.longitude,geolocation.human_address,datavaluefootnotesymbol,datavaluefootnote
2018,2018,VT,Vermont,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,31.3,31.3,29.3,33.4,Gender,Female,50,ART,ART1_1,CRDPREV,GENDER,GENF,28,3218,43.62538123900049,-72.51764079099962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MT,Montana,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",30,AST,AST1_2,CRDPREV,RACE,OTH,2,2283,47.06652897200047,-109.42442064499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%
2018,2018,CO,Colorado,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Mean,7.3,7.3,6.9,7.6,Race/Ethnicity,"White, non-Hispanic",08,ALC,ALC4_0,MEAN,RACE,WHT,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,DE,Delaware,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,32.9,32.9,27.8,38.6,Overall,Overall,10,ART,ART4_0,AGEADJPREV,OVERALL,OVR,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MS,Mississippi,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,%,Crude Prevalence,4.2,4.2,2.4,7.3,Race/Ethnicity,"Black, non-Hispanic",28,ALC,ALC5_2,CRDPREV,RACE,BLK,32,494,32.745510099000455,-89.53803082499968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,WV,West Virginia,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,12.7,12.7,10.0,16.0,Race/Ethnicity,"White, non-Hispanic",54,AST,AST1_2,CRDPREV,RACE,WHT,42,2749,38.66551020200046,-80.71264013499967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,GA,Georgia,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,29.1,29.1,27.6,30.7,Gender,Female,13,ART,ART1_1,CRDPREV,GENDER,GENF,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,23.8,23.8,22.9,24.8,Gender,Female,36,ART,ART1_1,AGEADJPREV,GENDER,GENF,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,IA,Iowa,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,23.0,23.0,22.1,23.9,Race/Ethnicity,"White, non-Hispanic",19,ART,ART1_1,AGEADJPREV,RACE,WHT,16,281,42.46940091300047,-93.81649055599968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AR,Arkansas,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,5.5,5.5,4.5,6.7,Overall,Overall,05,ALC,ALC5_1,AGEADJPREV,OVERALL,OVR,15,998,34.74865012400045,-92.27449074299966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,HI,Hawaii,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,22.6,22.6,20.8,24.5,Race/Ethnicity,"Other, non-Hispanic",15,ART,ART1_1,CRDPREV,RACE,OTH,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AZ,Arizona,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,41.7,41.7,36.8,46.7,Overall,Overall,04,ART,ART1_3,CRDPREV,OVERALL,OVR,7,986,34.865970280000454,-111.76381127699972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VA,Virginia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,4.1,4.1,2.7,6.3,Race/Ethnicity,Hispanic,51,ALC,ALC5_1,AGEADJPREV,RACE,HIS,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MD,Maryland,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Crude Prevalence,33.1,33.1,31.1,35.3,Gender,Female,24,ART,ART3_0,CRDPREV,GENDER,GENF,45,1857,39.29058096400047,-76.60926011099963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VI,Virgin Islands,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,,,,,Gender,Female,78,ART,ART1_1,CRDPREV,GENDER,GENF,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,VT,Vermont,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,7.8,7.8,6.8,8.9,Overall,Overall,50,ALC,ALC5_1,AGEADJPREV,OVERALL,OVR,28,3218,43.62538123900049,-72.51764079099962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VT,Vermont,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,7.6,7.6,6.2,9.3,Gender,Male,50,ALC,ALC5_1,AGEADJPREV,GENDER,GENM,28,3218,43.62538123900049,-72.51764079099962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,28.9,28.9,26.8,31.0,Gender,Male,01,ART,ART1_1,AGEADJPREV,GENDER,GENM,29,94,32.84057112200048,-86.63186076199969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AL,Alabama,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,49.7,49.7,38.6,60.9,Race/Ethnicity,"Black, non-Hispanic",01,ART,ART4_0,AGEADJPREV,RACE,BLK,29,94,32.84057112200048,-86.63186076199969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,TX,Texas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,18.1,18.1,16.1,20.1,Gender,Male,48,ART,ART1_1,AGEADJPREV,GENDER,GENM,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NJ,New Jersey,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,4.9,4.9,4.5,5.2,Gender,Female,34,ALC,ALC4_0,AGEADJMEAN,GENDER,GENF,46,489,40.13057004800049,-74.27369128799967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,FL,Florida,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Crude Prevalence,30.3,30.3,26.4,34.5,Gender,Male,12,ART,ART3_0,CRDPREV,GENDER,GENM,30,1112,28.932040377000476,-81.92896053899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,GA,Georgia,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,6.7,6.7,5.8,7.7,Gender,Male,13,ALC,ALC5_1,AGEADJPREV,GENDER,GENM,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,TX,Texas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,44.2,44.2,32.0,57.2,Gender,Female,48,AST,AST5_2,AGEADJPREV,GENDER,GENF,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,TX,Texas,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Crude Prevalence,32.6,32.6,28.5,37.1,Race/Ethnicity,"White, non-Hispanic",48,ART,ART3_0,CRDPREV,RACE,WHT,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AK,Alaska,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,7.2,7.2,5.2,9.9,Gender,Male,02,ALC,ALC5_1,CRDPREV,GENDER,GENM,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,TN,Tennessee,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,56.6,56.6,51.2,61.7,Race/Ethnicity,"White, non-Hispanic",47,ART,ART1_3,CRDPREV,RACE,WHT,39,2159,35.68094058000048,-85.77449091399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,TN,Tennessee,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,36.1,36.1,25.4,48.4,Gender,Male,47,AST,AST6_1,AGEADJPREV,GENDER,GENM,39,2159,35.68094058000048,-85.77449091399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VA,Virginia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,20.2,20.2,18.5,22.0,Gender,Male,51,ALC,ALC2_2,AGEADJPREV,GENDER,GENM,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,CA,California,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,29.4,29.4,24.6,34.7,Overall,Overall,06,ART,ART1_3,AGEADJPREV,OVERALL,OVR,8,1340,37.63864012300047,-120.99999953799971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,KS,Kansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,6.9,6.9,6.1,7.9,Gender,Male,20,AST,AST1_1,CRDPREV,GENDER,GENM,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,CO,Colorado,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,24.6,24.6,23.3,25.9,Gender,Female,08,ART,ART1_1,AGEADJPREV,GENDER,GENF,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AR,Arkansas,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,%,Crude Prevalence,8.2,8.2,5.3,12.4,Race/Ethnicity,"White, non-Hispanic",05,ALC,ALC5_2,CRDPREV,RACE,WHT,15,998,34.74865012400045,-92.27449074299966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,LA,Louisiana,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,12.0,12.0,10.5,13.7,Gender,Female,22,ALC,ALC2_2,CRDPREV,GENDER,GENF,22,1697,31.31266064400046,-92.44568007099969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,KS,Kansas,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,4.6,4.6,3.9,5.4,Gender,Female,20,ALC,ALC5_1,CRDPREV,GENDER,GENF,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,49.6,49.6,46.2,53.1,Race/Ethnicity,"White, non-Hispanic",36,ART,ART1_3,CRDPREV,RACE,WHT,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VI,Virgin Islands,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",78,ART,ART1_3,CRDPREV,RACE,OTH,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,AZ,Arizona,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,39.4,39.4,32.1,47.1,Gender,Female,04,ART,ART4_0,AGEADJPREV,GENDER,GENF,7,986,34.865970280000454,-111.76381127699972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MD,Maryland,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,41.3,41.3,36.6,46.2,Overall,Overall,24,AST,AST6_1,CRDPREV,OVERALL,OVR,45,1857,39.29058096400047,-76.60926011099963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,UT,Utah,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,18.2,18.2,13.6,24.0,Race/Ethnicity,Hispanic,49,ALC,ALC1_1,CRDPREV,RACE,HIS,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NY,New York,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,81.9,81.9,80.0,83.6,Race/Ethnicity,"White, non-Hispanic",36,CAN,CAN1_0,CRDPREV,RACE,WHT,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2016,2016,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,Number,Number,69,69,,,Race/Ethnicity,Asian or Pacific Islander,40,OVC,OVC5_0,NMBR,RACE,API,20,712,35.47203135600046,-97.52107021399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NJ,New Jersey,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,35.8,35.8,22.1,52.3,Gender,Female,34,COPD,COPD3_0,AGEADJPREV,GENDER,GENF,46,489,40.13057004800049,-74.27369128799967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,ID,Idaho,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Crude Prevalence,83.5,83.5,61.5,94.2,Gender,Female,16,CVD,CVD10_2,CRDPREV,GENDER,GENF,5,1687,43.682630005000476,-114.3637300419997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,OH,Ohio,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,7.0,7.0,6,8.2,Gender,Male,39,AST,AST1_1,CRDPREV,GENDER,GENM,38,587,40.06021014100048,-82.40426005599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,VA,Virginia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,38.8,38.8,32.8,45.1,Race/Ethnicity,"White, non-Hispanic",51,COPD,COPD3_0_1,AGEADJPREV,RACE,WHT,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2016,2016,TX,Texas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",Age-adjusted Rate,80.0,80.0,77.7,82.3,Race/Ethnicity,Hispanic,48,CVD,CVD1_3,AGEADJRATE,RACE,HIS,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2016,2016,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,Number,Number,21,21,,,Race/Ethnicity,Asian or Pacific Islander,21,CVD,CVD1_3,NMBR,RACE,API,36,235,37.645970271000465,-84.77497104799966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2016,2016,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,Number,,,,,Race/Ethnicity,"Black, non-Hispanic",16,AST,AST4_1,NMBR,RACE,BLK,5,1687,43.682630005000476,-114.3637300419997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",~,Data not shown because of too few respondents or cases
2018,2018,CA,California,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted Prevalence,68.3,68.3,65.7,70.8,Gender,Male,06,CAN,CAN3_0,AGEADJPREV,GENDER,GENM,8,1340,37.63864012300047,-120.99999953799971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,KS,Kansas,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Age-adjusted Prevalence,80.5,80.5,73.0,86.3,Race/Ethnicity,Hispanic,20,CAN,CAN2_1,AGEADJPREV,RACE,HIS,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AL,Alabama,BRFSS,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,Crude Prevalence,81.5,81.5,77.2,85.1,Overall,Overall,01,CAN,CAN2_2,CRDPREV,OVERALL,OVR,29,94,32.84057112200048,-86.63186076199969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NV,Nevada,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude Prevalence,35.7,35.7,26.3,46.3,Race/Ethnicity,Hispanic,32,CAN,CAN3_0,CRDPREV,RACE,HIS,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Age-adjusted Prevalence,7.4,7.4,6.0,9.3,Gender,Male,11,COPD,COPD2_0_1,AGEADJPREV,GENDER,GENM,44,1049,38.907192,-77.036871,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,GA,Georgia,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,84.8,84.8,81.1,87.9,Race/Ethnicity,"Black, non-Hispanic",13,CAN,CAN1_0,CRDPREV,RACE,BLK,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,IL,Illinois,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,79.3,79.3,75.9,82.3,Race/Ethnicity,"White, non-Hispanic",17,CAN,CAN2_1,CRDPREV,RACE,WHT,34,1795,40.48501028300046,-88.99771017799969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,UT,Utah,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Black, non-Hispanic",49,AST,AST6_2,AGEADJPREV,RACE,BLK,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%
2018,2018,UT,Utah,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,75.3,75.3,69.2,80.5,Race/Ethnicity,Hispanic,49,CAN,CAN2_1,CRDPREV,RACE,HIS,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,KS,Kansas,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,70.4,70.4,57.0,81.1,Race/Ethnicity,Hispanic,20,CAN,CAN1_0,CRDPREV,RACE,HIS,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,GA,Georgia,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Crude Prevalence,6.2,6.2,5.3,7.1,Gender,Male,13,COPD,COPD2_0,CRDPREV,GENDER,GENM,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,WY,Wyoming,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Age-adjusted Prevalence,77.1,77.1,73.8,80.1,Overall,Overall,56,CAN,CAN2_1,AGEADJPREV,OVERALL,OVR,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,SC,South Carolina,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Age-adjusted Prevalence,7.1,7.1,4.3,11.5,Race/Ethnicity,"Other, non-Hispanic",45,COPD,COPD2_0,AGEADJPREV,RACE,OTH,33,2581,33.998821303000454,-81.04537120699968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AL,Alabama,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Age-adjusted Prevalence,84.6,84.6,79.1,88.8,Race/Ethnicity,"Black, non-Hispanic",01,CAN,CAN2_1,AGEADJPREV,RACE,BLK,29,94,32.84057112200048,-86.63186076199969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,SC,South Carolina,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,79.1,79.1,76.2,81.7,Race/Ethnicity,"White, non-Hispanic",45,CAN,CAN2_1,CRDPREV,RACE,WHT,33,2581,33.998821303000454,-81.04537120699968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2015,2015,TX,Texas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,22.2,22.2,20.3,24.2,Gender,Male,48,ALC,ALC2_2,CRDPREV,GENDER,GENM,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NE,Nebraska,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,74.7,74.7,72.4,76.8,Overall,Overall,31,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,19,2243,41.6410409880005,-99.36572062299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
