,jurisdiction,week_ending_date,state_abbreviation,mmwryear,mmwrweek,race_ethnicity,time_period,outcome,number_of_deaths,average_number_of_deaths,type,suppress,difference_from_2015_2019,percent_difference_from_2015,note
695,Arizona,2020-03-28T00:00:00.000,AZ,2020,13,Hispanic,2020,All Cause,194.0,194.0,Predicted (weighted),,40.0,26.0,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
696,Arizona,2015-04-11T00:00:00.000,AZ,2015,14,Hispanic,2015-2019,All Cause,135.0,155.0,Predicted (weighted),,,,
697,Arizona,2016-04-09T00:00:00.000,AZ,2016,14,Hispanic,2015-2019,All Cause,163.0,155.0,Predicted (weighted),,,,
698,Arizona,2017-04-08T00:00:00.000,AZ,2017,14,Hispanic,2015-2019,All Cause,138.0,155.0,Predicted (weighted),,,,
699,Arizona,2018-04-07T00:00:00.000,AZ,2018,14,Hispanic,2015-2019,All Cause,175.0,155.0,Predicted (weighted),,,,
700,Arizona,2019-04-06T00:00:00.000,AZ,2019,14,Hispanic,2015-2019,All Cause,166.0,155.0,Predicted (weighted),,,,
701,Arizona,2020-04-04T00:00:00.000,AZ,2020,14,Hispanic,2020,All Cause,181.0,181.0,Predicted (weighted),,26.0,16.8,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
702,Arizona,2015-04-18T00:00:00.000,AZ,2015,15,Hispanic,2015-2019,All Cause,153.0,164.0,Predicted (weighted),,,,
703,Arizona,2016-04-16T00:00:00.000,AZ,2016,15,Hispanic,2015-2019,All Cause,148.0,164.0,Predicted (weighted),,,,
704,Arizona,2017-04-15T00:00:00.000,AZ,2017,15,Hispanic,2015-2019,All Cause,149.0,164.0,Predicted (weighted),,,,
705,Arizona,2018-04-14T00:00:00.000,AZ,2018,15,Hispanic,2015-2019,All Cause,175.0,164.0,Predicted (weighted),,,,
706,Arizona,2019-04-13T00:00:00.000,AZ,2019,15,Hispanic,2015-2019,All Cause,193.0,164.0,Predicted (weighted),,,,
707,Arizona,2020-04-11T00:00:00.000,AZ,2020,15,Hispanic,2020,All Cause,230.0,230.0,Predicted (weighted),,66.0,40.2,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
708,Arizona,2015-04-25T00:00:00.000,AZ,2015,16,Hispanic,2015-2019,All Cause,119.0,147.0,Predicted (weighted),,,,
709,Arizona,2016-04-23T00:00:00.000,AZ,2016,16,Hispanic,2015-2019,All Cause,133.0,147.0,Predicted (weighted),,,,
710,Arizona,2017-04-22T00:00:00.000,AZ,2017,16,Hispanic,2015-2019,All Cause,151.0,147.0,Predicted (weighted),,,,
711,Arizona,2018-04-21T00:00:00.000,AZ,2018,16,Hispanic,2015-2019,All Cause,163.0,147.0,Predicted (weighted),,,,
712,Arizona,2019-04-20T00:00:00.000,AZ,2019,16,Hispanic,2015-2019,All Cause,167.0,147.0,Predicted (weighted),,,,
713,Arizona,2020-04-18T00:00:00.000,AZ,2020,16,Hispanic,2020,All Cause,215.0,215.0,Predicted (weighted),,68.0,46.3,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
714,Arizona,2015-05-02T00:00:00.000,AZ,2015,17,Hispanic,2015-2019,All Cause,133.0,142.0,Predicted (weighted),,,,
715,Arizona,2016-04-30T00:00:00.000,AZ,2016,17,Hispanic,2015-2019,All Cause,128.0,142.0,Predicted (weighted),,,,
716,Arizona,2017-04-29T00:00:00.000,AZ,2017,17,Hispanic,2015-2019,All Cause,143.0,142.0,Predicted (weighted),,,,
717,Arizona,2018-04-28T00:00:00.000,AZ,2018,17,Hispanic,2015-2019,All Cause,145.0,142.0,Predicted (weighted),,,,
718,Arizona,2019-04-27T00:00:00.000,AZ,2019,17,Hispanic,2015-2019,All Cause,159.0,142.0,Predicted (weighted),,,,
719,Arizona,2020-04-25T00:00:00.000,AZ,2020,17,Hispanic,2020,All Cause,193.0,193.0,Predicted (weighted),,51.0,35.9,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
720,Arizona,2015-05-09T00:00:00.000,AZ,2015,18,Hispanic,2015-2019,All Cause,120.0,149.0,Predicted (weighted),,,,
721,Arizona,2016-05-07T00:00:00.000,AZ,2016,18,Hispanic,2015-2019,All Cause,143.0,149.0,Predicted (weighted),,,,
722,Arizona,2017-05-06T00:00:00.000,AZ,2017,18,Hispanic,2015-2019,All Cause,145.0,149.0,Predicted (weighted),,,,
723,Arizona,2018-05-05T00:00:00.000,AZ,2018,18,Hispanic,2015-2019,All Cause,163.0,149.0,Predicted (weighted),,,,
724,Arizona,2019-05-04T00:00:00.000,AZ,2019,18,Hispanic,2015-2019,All Cause,176.0,149.0,Predicted (weighted),,,,
725,Arizona,2020-05-02T00:00:00.000,AZ,2020,18,Hispanic,2020,All Cause,176.0,176.0,Predicted (weighted),,27.0,18.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
726,Arizona,2015-05-16T00:00:00.000,AZ,2015,19,Hispanic,2015-2019,All Cause,133.0,146.0,Predicted (weighted),,,,
727,Arizona,2016-05-14T00:00:00.000,AZ,2016,19,Hispanic,2015-2019,All Cause,126.0,146.0,Predicted (weighted),,,,
728,Arizona,2017-05-13T00:00:00.000,AZ,2017,19,Hispanic,2015-2019,All Cause,141.0,146.0,Predicted (weighted),,,,
729,Arizona,2018-05-12T00:00:00.000,AZ,2018,19,Hispanic,2015-2019,All Cause,147.0,146.0,Predicted (weighted),,,,
730,Arizona,2019-05-11T00:00:00.000,AZ,2019,19,Hispanic,2015-2019,All Cause,183.0,146.0,Predicted (weighted),,,,
731,Arizona,2020-05-09T00:00:00.000,AZ,2020,19,Hispanic,2020,All Cause,215.0,215.0,Predicted (weighted),,69.0,47.3,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
732,Arizona,2015-05-23T00:00:00.000,AZ,2015,20,Hispanic,2015-2019,All Cause,157.0,154.0,Predicted (weighted),,,,
733,Arizona,2016-05-21T00:00:00.000,AZ,2016,20,Hispanic,2015-2019,All Cause,147.0,154.0,Predicted (weighted),,,,
734,Arizona,2017-05-20T00:00:00.000,AZ,2017,20,Hispanic,2015-2019,All Cause,162.0,154.0,Predicted (weighted),,,,
735,Arizona,2018-05-19T00:00:00.000,AZ,2018,20,Hispanic,2015-2019,All Cause,157.0,154.0,Predicted (weighted),,,,
736,Arizona,2019-05-18T00:00:00.000,AZ,2019,20,Hispanic,2015-2019,All Cause,148.0,154.0,Predicted (weighted),,,,
737,Arizona,2020-05-16T00:00:00.000,AZ,2020,20,Hispanic,2020,All Cause,185.0,185.0,Predicted (weighted),,31.0,20.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
738,Arizona,2015-05-30T00:00:00.000,AZ,2015,21,Hispanic,2015-2019,All Cause,138.0,138.0,Predicted (weighted),,,,
739,Arizona,2016-05-28T00:00:00.000,AZ,2016,21,Hispanic,2015-2019,All Cause,94.0,138.0,Predicted (weighted),,,,
740,Arizona,2017-05-27T00:00:00.000,AZ,2017,21,Hispanic,2015-2019,All Cause,143.0,138.0,Predicted (weighted),,,,
741,Arizona,2018-05-26T00:00:00.000,AZ,2018,21,Hispanic,2015-2019,All Cause,153.0,138.0,Predicted (weighted),,,,
742,Arizona,2019-05-25T00:00:00.000,AZ,2019,21,Hispanic,2015-2019,All Cause,164.0,138.0,Predicted (weighted),,,,
743,Arizona,2020-05-23T00:00:00.000,AZ,2020,21,Hispanic,2020,All Cause,195.0,195.0,Predicted (weighted),,57.0,41.3,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
744,Arizona,2015-06-06T00:00:00.000,AZ,2015,22,Hispanic,2015-2019,All Cause,129.0,156.0,Predicted (weighted),,,,
745,Arizona,2016-06-04T00:00:00.000,AZ,2016,22,Hispanic,2015-2019,All Cause,158.0,156.0,Predicted (weighted),,,,
746,Arizona,2017-06-03T00:00:00.000,AZ,2017,22,Hispanic,2015-2019,All Cause,172.0,156.0,Predicted (weighted),,,,
747,Arizona,2018-06-02T00:00:00.000,AZ,2018,22,Hispanic,2015-2019,All Cause,154.0,156.0,Predicted (weighted),,,,
748,Arizona,2019-06-01T00:00:00.000,AZ,2019,22,Hispanic,2015-2019,All Cause,166.0,156.0,Predicted (weighted),,,,
749,Arizona,2020-05-30T00:00:00.000,AZ,2020,22,Hispanic,2020,All Cause,210.0,210.0,Predicted (weighted),,54.0,34.6,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
750,Arizona,2015-06-13T00:00:00.000,AZ,2015,23,Hispanic,2015-2019,All Cause,128.0,155.0,Predicted (weighted),,,,
751,Arizona,2016-06-11T00:00:00.000,AZ,2016,23,Hispanic,2015-2019,All Cause,157.0,155.0,Predicted (weighted),,,,
752,Arizona,2017-06-10T00:00:00.000,AZ,2017,23,Hispanic,2015-2019,All Cause,164.0,155.0,Predicted (weighted),,,,
753,Arizona,2018-06-09T00:00:00.000,AZ,2018,23,Hispanic,2015-2019,All Cause,146.0,155.0,Predicted (weighted),,,,
754,Arizona,2019-06-08T00:00:00.000,AZ,2019,23,Hispanic,2015-2019,All Cause,182.0,155.0,Predicted (weighted),,,,
755,Arizona,2020-06-06T00:00:00.000,AZ,2020,23,Hispanic,2020,All Cause,264.0,264.0,Predicted (weighted),,109.0,70.3,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
756,Arizona,2015-06-20T00:00:00.000,AZ,2015,24,Hispanic,2015-2019,All Cause,138.0,152.0,Predicted (weighted),,,,
757,Arizona,2016-06-18T00:00:00.000,AZ,2016,24,Hispanic,2015-2019,All Cause,142.0,152.0,Predicted (weighted),,,,
758,Arizona,2017-06-17T00:00:00.000,AZ,2017,24,Hispanic,2015-2019,All Cause,152.0,152.0,Predicted (weighted),,,,
759,Arizona,2018-06-16T00:00:00.000,AZ,2018,24,Hispanic,2015-2019,All Cause,167.0,152.0,Predicted (weighted),,,,
760,Arizona,2019-06-15T00:00:00.000,AZ,2019,24,Hispanic,2015-2019,All Cause,162.0,152.0,Predicted (weighted),,,,
761,Arizona,2020-06-13T00:00:00.000,AZ,2020,24,Hispanic,2020,All Cause,270.0,270.0,Predicted (weighted),,118.0,77.6,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
762,Arizona,2015-06-27T00:00:00.000,AZ,2015,25,Hispanic,2015-2019,All Cause,149.0,161.0,Predicted (weighted),,,,
763,Arizona,2016-06-25T00:00:00.000,AZ,2016,25,Hispanic,2015-2019,All Cause,157.0,161.0,Predicted (weighted),,,,
764,Arizona,2017-06-24T00:00:00.000,AZ,2017,25,Hispanic,2015-2019,All Cause,161.0,161.0,Predicted (weighted),,,,
765,Arizona,2018-06-23T00:00:00.000,AZ,2018,25,Hispanic,2015-2019,All Cause,174.0,161.0,Predicted (weighted),,,,
766,Arizona,2019-06-22T00:00:00.000,AZ,2019,25,Hispanic,2015-2019,All Cause,166.0,161.0,Predicted (weighted),,,,
767,Arizona,2020-06-20T00:00:00.000,AZ,2020,25,Hispanic,2020,All Cause,273.0,273.0,Predicted (weighted),,112.0,69.6,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
768,Arizona,2015-07-04T00:00:00.000,AZ,2015,26,Hispanic,2015-2019,All Cause,148.0,164.0,Predicted (weighted),,,,
769,Arizona,2016-07-02T00:00:00.000,AZ,2016,26,Hispanic,2015-2019,All Cause,176.0,164.0,Predicted (weighted),,,,
770,Arizona,2017-07-01T00:00:00.000,AZ,2017,26,Hispanic,2015-2019,All Cause,157.0,164.0,Predicted (weighted),,,,
771,Arizona,2018-06-30T00:00:00.000,AZ,2018,26,Hispanic,2015-2019,All Cause,170.0,164.0,Predicted (weighted),,,,
772,Arizona,2019-06-29T00:00:00.000,AZ,2019,26,Hispanic,2015-2019,All Cause,169.0,164.0,Predicted (weighted),,,,
773,Arizona,2020-06-27T00:00:00.000,AZ,2020,26,Hispanic,2020,All Cause,303.0,303.0,Predicted (weighted),,139.0,84.8,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
774,Arizona,2015-07-11T00:00:00.000,AZ,2015,27,Hispanic,2015-2019,All Cause,135.0,157.0,Predicted (weighted),,,,
775,Arizona,2016-07-09T00:00:00.000,AZ,2016,27,Hispanic,2015-2019,All Cause,152.0,157.0,Predicted (weighted),,,,
776,Arizona,2017-07-08T00:00:00.000,AZ,2017,27,Hispanic,2015-2019,All Cause,143.0,157.0,Predicted (weighted),,,,
777,Arizona,2018-07-07T00:00:00.000,AZ,2018,27,Hispanic,2015-2019,All Cause,165.0,157.0,Predicted (weighted),,,,
778,Arizona,2019-07-06T00:00:00.000,AZ,2019,27,Hispanic,2015-2019,All Cause,188.0,157.0,Predicted (weighted),,,,
779,Arizona,2020-07-04T00:00:00.000,AZ,2020,27,Hispanic,2020,All Cause,347.0,347.0,Predicted (weighted),,190.0,121.0,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
780,Arizona,2015-07-18T00:00:00.000,AZ,2015,28,Hispanic,2015-2019,All Cause,128.0,149.0,Predicted (weighted),,,,
781,Arizona,2016-07-16T00:00:00.000,AZ,2016,28,Hispanic,2015-2019,All Cause,132.0,149.0,Predicted (weighted),,,,
782,Arizona,2017-07-15T00:00:00.000,AZ,2017,28,Hispanic,2015-2019,All Cause,156.0,149.0,Predicted (weighted),,,,
783,Arizona,2018-07-14T00:00:00.000,AZ,2018,28,Hispanic,2015-2019,All Cause,144.0,149.0,Predicted (weighted),,,,
784,Arizona,2019-07-13T00:00:00.000,AZ,2019,28,Hispanic,2015-2019,All Cause,187.0,149.0,Predicted (weighted),,,,
785,Arizona,2020-07-11T00:00:00.000,AZ,2020,28,Hispanic,2020,All Cause,438.0,438.0,Predicted (weighted),,289.0,194.0,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
786,Arizona,2015-07-25T00:00:00.000,AZ,2015,29,Hispanic,2015-2019,All Cause,106.0,145.0,Predicted (weighted),,,,
787,Arizona,2016-07-23T00:00:00.000,AZ,2016,29,Hispanic,2015-2019,All Cause,140.0,145.0,Predicted (weighted),,,,
788,Arizona,2017-07-22T00:00:00.000,AZ,2017,29,Hispanic,2015-2019,All Cause,163.0,145.0,Predicted (weighted),,,,
789,Arizona,2018-07-21T00:00:00.000,AZ,2018,29,Hispanic,2015-2019,All Cause,152.0,145.0,Predicted (weighted),,,,
790,Arizona,2019-07-20T00:00:00.000,AZ,2019,29,Hispanic,2015-2019,All Cause,164.0,145.0,Predicted (weighted),,,,
791,Arizona,2020-07-18T00:00:00.000,AZ,2020,29,Hispanic,2020,All Cause,432.0,432.0,Predicted (weighted),,287.0,197.9,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
792,Arizona,2015-08-01T00:00:00.000,AZ,2015,30,Hispanic,2015-2019,All Cause,158.0,162.0,Predicted (weighted),,,,
793,Arizona,2016-07-30T00:00:00.000,AZ,2016,30,Hispanic,2015-2019,All Cause,164.0,162.0,Predicted (weighted),,,,
794,Arizona,2017-07-29T00:00:00.000,AZ,2017,30,Hispanic,2015-2019,All Cause,160.0,162.0,Predicted (weighted),,,,
795,Arizona,2018-07-28T00:00:00.000,AZ,2018,30,Hispanic,2015-2019,All Cause,169.0,162.0,Predicted (weighted),,,,
796,Arizona,2019-07-27T00:00:00.000,AZ,2019,30,Hispanic,2015-2019,All Cause,161.0,162.0,Predicted (weighted),,,,
797,Arizona,2020-07-25T00:00:00.000,AZ,2020,30,Hispanic,2020,All Cause,390.0,390.0,Predicted (weighted),,228.0,140.7,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
798,Arizona,2015-08-08T00:00:00.000,AZ,2015,31,Hispanic,2015-2019,All Cause,130.0,151.0,Predicted (weighted),,,,
799,Arizona,2016-08-06T00:00:00.000,AZ,2016,31,Hispanic,2015-2019,All Cause,140.0,151.0,Predicted (weighted),,,,
800,Arizona,2017-08-05T00:00:00.000,AZ,2017,31,Hispanic,2015-2019,All Cause,145.0,151.0,Predicted (weighted),,,,
801,Arizona,2018-08-04T00:00:00.000,AZ,2018,31,Hispanic,2015-2019,All Cause,151.0,151.0,Predicted (weighted),,,,
802,Arizona,2019-08-03T00:00:00.000,AZ,2019,31,Hispanic,2015-2019,All Cause,191.0,151.0,Predicted (weighted),,,,
803,Arizona,2020-08-01T00:00:00.000,AZ,2020,31,Hispanic,2020,All Cause,364.0,364.0,Predicted (weighted),,213.0,141.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
804,Arizona,2015-08-15T00:00:00.000,AZ,2015,32,Hispanic,2015-2019,All Cause,128.0,149.0,Predicted (weighted),,,,
805,Arizona,2016-08-13T00:00:00.000,AZ,2016,32,Hispanic,2015-2019,All Cause,141.0,149.0,Predicted (weighted),,,,
806,Arizona,2017-08-12T00:00:00.000,AZ,2017,32,Hispanic,2015-2019,All Cause,158.0,149.0,Predicted (weighted),,,,
807,Arizona,2018-08-11T00:00:00.000,AZ,2018,32,Hispanic,2015-2019,All Cause,152.0,149.0,Predicted (weighted),,,,
808,Arizona,2019-08-10T00:00:00.000,AZ,2019,32,Hispanic,2015-2019,All Cause,166.0,149.0,Predicted (weighted),,,,
809,Arizona,2020-08-08T00:00:00.000,AZ,2020,32,Hispanic,2020,All Cause,344.0,344.0,Predicted (weighted),,195.0,130.9,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
810,Arizona,2015-08-22T00:00:00.000,AZ,2015,33,Hispanic,2015-2019,All Cause,162.0,153.0,Predicted (weighted),,,,
811,Arizona,2016-08-20T00:00:00.000,AZ,2016,33,Hispanic,2015-2019,All Cause,147.0,153.0,Predicted (weighted),,,,
812,Arizona,2017-08-19T00:00:00.000,AZ,2017,33,Hispanic,2015-2019,All Cause,137.0,153.0,Predicted (weighted),,,,
813,Arizona,2018-08-18T00:00:00.000,AZ,2018,33,Hispanic,2015-2019,All Cause,160.0,153.0,Predicted (weighted),,,,
814,Arizona,2019-08-17T00:00:00.000,AZ,2019,33,Hispanic,2015-2019,All Cause,157.0,153.0,Predicted (weighted),,,,
815,Arizona,2020-08-15T00:00:00.000,AZ,2020,33,Hispanic,2020,All Cause,321.0,321.0,Predicted (weighted),,168.0,109.8,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
816,Arizona,2015-08-29T00:00:00.000,AZ,2015,34,Hispanic,2015-2019,All Cause,129.0,142.0,Predicted (weighted),,,,
817,Arizona,2016-08-27T00:00:00.000,AZ,2016,34,Hispanic,2015-2019,All Cause,112.0,142.0,Predicted (weighted),,,,
818,Arizona,2017-08-26T00:00:00.000,AZ,2017,34,Hispanic,2015-2019,All Cause,140.0,142.0,Predicted (weighted),,,,
819,Arizona,2018-08-25T00:00:00.000,AZ,2018,34,Hispanic,2015-2019,All Cause,163.0,142.0,Predicted (weighted),,,,
820,Arizona,2019-08-24T00:00:00.000,AZ,2019,34,Hispanic,2015-2019,All Cause,166.0,142.0,Predicted (weighted),,,,
821,Arizona,2020-08-22T00:00:00.000,AZ,2020,34,Hispanic,2020,All Cause,255.0,255.0,Predicted (weighted),,113.0,79.6,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
822,Arizona,2015-09-05T00:00:00.000,AZ,2015,35,Hispanic,2015-2019,All Cause,121.0,155.0,Predicted (weighted),,,,
823,Arizona,2016-09-03T00:00:00.000,AZ,2016,35,Hispanic,2015-2019,All Cause,125.0,155.0,Predicted (weighted),,,,
824,Arizona,2017-09-02T00:00:00.000,AZ,2017,35,Hispanic,2015-2019,All Cause,149.0,155.0,Predicted (weighted),,,,
825,Arizona,2018-09-01T00:00:00.000,AZ,2018,35,Hispanic,2015-2019,All Cause,189.0,155.0,Predicted (weighted),,,,
826,Arizona,2019-08-31T00:00:00.000,AZ,2019,35,Hispanic,2015-2019,All Cause,189.0,155.0,Predicted (weighted),,,,
827,Arizona,2020-08-29T00:00:00.000,AZ,2020,35,Hispanic,2020,All Cause,271.0,271.0,Predicted (weighted),,116.0,74.8,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
828,Arizona,2015-09-12T00:00:00.000,AZ,2015,36,Hispanic,2015-2019,All Cause,117.0,141.0,Predicted (weighted),,,,
829,Arizona,2016-09-10T00:00:00.000,AZ,2016,36,Hispanic,2015-2019,All Cause,127.0,141.0,Predicted (weighted),,,,
830,Arizona,2017-09-09T00:00:00.000,AZ,2017,36,Hispanic,2015-2019,All Cause,122.0,141.0,Predicted (weighted),,,,
831,Arizona,2018-09-08T00:00:00.000,AZ,2018,36,Hispanic,2015-2019,All Cause,166.0,141.0,Predicted (weighted),,,,
832,Arizona,2019-09-07T00:00:00.000,AZ,2019,36,Hispanic,2015-2019,All Cause,171.0,141.0,Predicted (weighted),,,,
833,Arizona,2020-09-05T00:00:00.000,AZ,2020,36,Hispanic,2020,All Cause,224.0,224.0,Predicted (weighted),,83.0,58.9,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
834,Arizona,2015-09-19T00:00:00.000,AZ,2015,37,Hispanic,2015-2019,All Cause,137.0,149.0,Predicted (weighted),,,,
835,Arizona,2016-09-17T00:00:00.000,AZ,2016,37,Hispanic,2015-2019,All Cause,124.0,149.0,Predicted (weighted),,,,
836,Arizona,2017-09-16T00:00:00.000,AZ,2017,37,Hispanic,2015-2019,All Cause,143.0,149.0,Predicted (weighted),,,,
837,Arizona,2018-09-15T00:00:00.000,AZ,2018,37,Hispanic,2015-2019,All Cause,162.0,149.0,Predicted (weighted),,,,
838,Arizona,2019-09-14T00:00:00.000,AZ,2019,37,Hispanic,2015-2019,All Cause,179.0,149.0,Predicted (weighted),,,,
839,Arizona,2020-09-12T00:00:00.000,AZ,2020,37,Hispanic,2020,All Cause,243.0,243.0,Predicted (weighted),,94.0,63.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
840,Arizona,2015-09-26T00:00:00.000,AZ,2015,38,Hispanic,2015-2019,All Cause,122.0,140.0,Predicted (weighted),,,,
841,Arizona,2016-09-24T00:00:00.000,AZ,2016,38,Hispanic,2015-2019,All Cause,123.0,140.0,Predicted (weighted),,,,
842,Arizona,2017-09-23T00:00:00.000,AZ,2017,38,Hispanic,2015-2019,All Cause,151.0,140.0,Predicted (weighted),,,,
843,Arizona,2018-09-22T00:00:00.000,AZ,2018,38,Hispanic,2015-2019,All Cause,144.0,140.0,Predicted (weighted),,,,
844,Arizona,2019-09-21T00:00:00.000,AZ,2019,38,Hispanic,2015-2019,All Cause,162.0,140.0,Predicted (weighted),,,,
845,Arizona,2020-09-19T00:00:00.000,AZ,2020,38,Hispanic,2020,All Cause,202.0,202.0,Predicted (weighted),,62.0,44.3,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
846,Arizona,2015-10-03T00:00:00.000,AZ,2015,39,Hispanic,2015-2019,All Cause,119.0,138.0,Predicted (weighted),,,,
847,Arizona,2016-10-01T00:00:00.000,AZ,2016,39,Hispanic,2015-2019,All Cause,132.0,138.0,Predicted (weighted),,,,
848,Arizona,2017-09-30T00:00:00.000,AZ,2017,39,Hispanic,2015-2019,All Cause,126.0,138.0,Predicted (weighted),,,,
849,Arizona,2018-09-29T00:00:00.000,AZ,2018,39,Hispanic,2015-2019,All Cause,155.0,138.0,Predicted (weighted),,,,
850,Arizona,2019-09-28T00:00:00.000,AZ,2019,39,Hispanic,2015-2019,All Cause,159.0,138.0,Predicted (weighted),,,,
851,Arizona,2020-09-26T00:00:00.000,AZ,2020,39,Hispanic,2020,All Cause,214.0,214.0,Predicted (weighted),,76.0,55.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
852,Arizona,2015-10-10T00:00:00.000,AZ,2015,40,Hispanic,2015-2019,All Cause,152.0,142.0,Predicted (weighted),,,,
853,Arizona,2016-10-08T00:00:00.000,AZ,2016,40,Hispanic,2015-2019,All Cause,127.0,142.0,Predicted (weighted),,,,
854,Arizona,2017-10-07T00:00:00.000,AZ,2017,40,Hispanic,2015-2019,All Cause,135.0,142.0,Predicted (weighted),,,,
855,Arizona,2018-10-06T00:00:00.000,AZ,2018,40,Hispanic,2015-2019,All Cause,128.0,142.0,Predicted (weighted),,,,
856,Arizona,2019-10-05T00:00:00.000,AZ,2019,40,Hispanic,2015-2019,All Cause,168.0,142.0,Predicted (weighted),,,,
857,Arizona,2020-10-03T00:00:00.000,AZ,2020,40,Hispanic,2020,All Cause,170.0,170.0,Predicted (weighted),,28.0,19.7,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
858,Arizona,2015-10-17T00:00:00.000,AZ,2015,41,Hispanic,2015-2019,All Cause,122.0,139.0,Predicted (weighted),,,,
859,Arizona,2016-10-15T00:00:00.000,AZ,2016,41,Hispanic,2015-2019,All Cause,136.0,139.0,Predicted (weighted),,,,
860,Arizona,2017-10-14T00:00:00.000,AZ,2017,41,Hispanic,2015-2019,All Cause,132.0,139.0,Predicted (weighted),,,,
861,Arizona,2018-10-13T00:00:00.000,AZ,2018,41,Hispanic,2015-2019,All Cause,156.0,139.0,Predicted (weighted),,,,
862,Arizona,2019-10-12T00:00:00.000,AZ,2019,41,Hispanic,2015-2019,All Cause,150.0,139.0,Predicted (weighted),,,,
863,Arizona,2020-10-10T00:00:00.000,AZ,2020,41,Hispanic,2020,All Cause,198.0,198.0,Predicted (weighted),,59.0,42.4,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
864,Arizona,2015-10-24T00:00:00.000,AZ,2015,42,Hispanic,2015-2019,All Cause,119.0,146.0,Predicted (weighted),,,,
865,Arizona,2016-10-22T00:00:00.000,AZ,2016,42,Hispanic,2015-2019,All Cause,155.0,146.0,Predicted (weighted),,,,
866,Arizona,2017-10-21T00:00:00.000,AZ,2017,42,Hispanic,2015-2019,All Cause,143.0,146.0,Predicted (weighted),,,,
867,Arizona,2018-10-20T00:00:00.000,AZ,2018,42,Hispanic,2015-2019,All Cause,162.0,146.0,Predicted (weighted),,,,
868,Arizona,2019-10-19T00:00:00.000,AZ,2019,42,Hispanic,2015-2019,All Cause,152.0,146.0,Predicted (weighted),,,,
