,year,stateabbr,statedesc,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,latitude,longitude,locationid,categoryid,measureid,datavaluetypeid,short_question_text
105,2018,LA,Louisiana,Acadia,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.0,14.5,17.6,62190,30.29013298,-92.41204254,22001,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
106,2018,LA,Louisiana,Acadia,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.8,36.3,39.0,62190,30.29013298,-92.41204254,22001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
107,2018,LA,Louisiana,Acadia,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,38.4,36.9,39.7,62190,30.29013298,-92.41204254,22001,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
108,2018,LA,Louisiana,Acadia,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.7,4.2,5.1,62190,30.29013298,-92.41204254,22001,HLTHOUT,STROKE,CrdPrv,Stroke
109,2018,LA,Louisiana,Acadia,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.1,3.7,4.5,62190,30.29013298,-92.41204254,22001,HLTHOUT,STROKE,AgeAdjPrv,Stroke
110,2018,LA,Louisiana,Acadia,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,23.1,16.4,30.0,62190,30.29013298,-92.41204254,22001,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
111,2018,LA,Louisiana,Acadia,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,23.5,16.8,30.6,62190,30.29013298,-92.41204254,22001,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
112,2018,VA,Virginia,Accomack,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,19.6,17.3,22.0,32412,37.76399152,-75.63600775,51001,PREVENT,ACCESS2,CrdPrv,Health Insurance
113,2018,VA,Virginia,Accomack,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,21.1,18.6,23.8,32412,37.76399152,-75.63600775,51001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
114,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,32.9,31.5,34.2,32412,37.76399152,-75.63600775,51001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
115,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,25.2,24.2,26.2,32412,37.76399152,-75.63600775,51001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
116,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.2,12.8,13.7,32412,37.76399152,-75.63600775,51001,UNHBEH,BINGE,CrdPrv,Binge Drinking
117,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.1,15.6,16.8,32412,37.76399152,-75.63600775,51001,UNHBEH,BINGE,AgeAdjPrv,Binge Drinking
118,2017,VA,Virginia,Accomack,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,42.6,41.2,43.9,32412,37.76399152,-75.63600775,51001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
119,2017,VA,Virginia,Accomack,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,34.6,33.5,35.7,32412,37.76399152,-75.63600775,51001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
120,2017,VA,Virginia,Accomack,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.9,81.2,82.6,32412,37.76399152,-75.63600775,51001,PREVENT,BPMED,CrdPrv,Taking BP Medication
121,2017,VA,Virginia,Accomack,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.3,60.3,62.1,32412,37.76399152,-75.63600775,51001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
122,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.7,8.3,9.1,32412,37.76399152,-75.63600775,51001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
123,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.5,32412,37.76399152,-75.63600775,51001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
124,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,9.8,10.9,32412,37.76399152,-75.63600775,51001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
125,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.4,9.9,11.0,32412,37.76399152,-75.63600775,51001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
126,2018,VA,Virginia,Accomack,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.6,82.5,86.7,32412,37.76399152,-75.63600775,51001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
127,2018,VA,Virginia,Accomack,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.1,83.3,86.9,32412,37.76399152,-75.63600775,51001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
128,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,10.4,9.5,11.4,32412,37.76399152,-75.63600775,51001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
129,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,7.3,6.7,7.9,32412,37.76399152,-75.63600775,51001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
130,2018,VA,Virginia,Accomack,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,81.8,81.1,82.3,32412,37.76399152,-75.63600775,51001,PREVENT,CHECKUP,CrdPrv,Annual Checkup
131,2018,VA,Virginia,Accomack,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,78.3,77.5,79.0,32412,37.76399152,-75.63600775,51001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
132,2017,VA,Virginia,Accomack,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.0,80.8,83.2,32412,37.76399152,-75.63600775,51001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
133,2017,VA,Virginia,Accomack,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,77.4,75.8,78.8,32412,37.76399152,-75.63600775,51001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
134,2018,VA,Virginia,Accomack,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,63.6,61.4,65.8,32412,37.76399152,-75.63600775,51001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
135,2018,VA,Virginia,Accomack,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,60.8,58.5,63.1,32412,37.76399152,-75.63600775,51001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
136,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.9,9.5,12.5,32412,37.76399152,-75.63600775,51001,HLTHOUT,COPD,CrdPrv,COPD
137,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.5,7.5,9.6,32412,37.76399152,-75.63600775,51001,HLTHOUT,COPD,AgeAdjPrv,COPD
138,2018,VA,Virginia,Accomack,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,32.8,25.3,40.8,32412,37.76399152,-75.63600775,51001,PREVENT,COREM,CrdPrv,Core preventive services for older men
139,2018,VA,Virginia,Accomack,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,25.1,19.8,30.7,32412,37.76399152,-75.63600775,51001,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men
140,2018,VA,Virginia,Accomack,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,34.8,27.5,42.2,32412,37.76399152,-75.63600775,51001,PREVENT,COREW,CrdPrv,Core preventive services for older women
141,2018,VA,Virginia,Accomack,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,25.9,21.0,31.1,32412,37.76399152,-75.63600775,51001,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
142,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.7,19.3,24.1,32412,37.76399152,-75.63600775,51001,UNHBEH,CSMOKING,CrdPrv,Current Smoking
143,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,23.4,20.8,26.0,32412,37.76399152,-75.63600775,51001,UNHBEH,CSMOKING,AgeAdjPrv,Current Smoking
144,2018,VA,Virginia,Accomack,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,60.7,57.2,63.9,32412,37.76399152,-75.63600775,51001,PREVENT,DENTAL,CrdPrv,Dental Visit
145,2018,VA,Virginia,Accomack,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,59.9,56.5,63.1,32412,37.76399152,-75.63600775,51001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
146,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.9,15.8,18.0,32412,37.76399152,-75.63600775,51001,HLTHOUT,DIABETES,CrdPrv,Diabetes
147,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.8,12.0,13.5,32412,37.76399152,-75.63600775,51001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
148,2017,VA,Virginia,Accomack,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,40.7,39.8,41.6,32412,37.76399152,-75.63600775,51001,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
149,2017,VA,Virginia,Accomack,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.1,30.4,31.8,32412,37.76399152,-75.63600775,51001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
150,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.2,4.0,4.6,32412,37.76399152,-75.63600775,51001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
151,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.2,3.0,3.4,32412,37.76399152,-75.63600775,51001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
152,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,32.5,29.9,35.2,32412,37.76399152,-75.63600775,51001,UNHBEH,LPA,CrdPrv,Physical Inactivity
153,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,30.3,28.0,32.8,32412,37.76399152,-75.63600775,51001,UNHBEH,LPA,AgeAdjPrv,Physical Inactivity
154,2018,VA,Virginia,Accomack,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73.9,70.3,77.3,32412,37.76399152,-75.63600775,51001,PREVENT,MAMMOUSE,CrdPrv,Mammography
155,2018,VA,Virginia,Accomack,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.0,70.3,77.3,32412,37.76399152,-75.63600775,51001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
156,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.6,13.5,15.8,32412,37.76399152,-75.63600775,51001,HLTHOUT,MHLTH,CrdPrv,Mental Health
157,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.0,14.7,17.3,32412,37.76399152,-75.63600775,51001,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health
158,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Crude prevalence,39.5,38.2,40.8,32412,37.76399152,-75.63600775,51001,UNHBEH,OBESITY,CrdPrv,Obesity
159,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.4,38.2,40.7,32412,37.76399152,-75.63600775,51001,UNHBEH,OBESITY,AgeAdjPrv,Obesity
160,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.9,15.4,18.5,32412,37.76399152,-75.63600775,51001,HLTHOUT,PHLTH,CrdPrv,Physical Health
161,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,13.5,16.1,32412,37.76399152,-75.63600775,51001,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
162,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.7,37.5,39.8,32412,37.76399152,-75.63600775,51001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
163,2018,VA,Virginia,Accomack,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,40.6,39.3,41.8,32412,37.76399152,-75.63600775,51001,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
164,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5.4,4.8,6.0,32412,37.76399152,-75.63600775,51001,HLTHOUT,STROKE,CrdPrv,Stroke
165,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.0,3.6,4.4,32412,37.76399152,-75.63600775,51001,HLTHOUT,STROKE,AgeAdjPrv,Stroke
166,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,19.2,13.6,25.1,32412,37.76399152,-75.63600775,51001,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
167,2018,VA,Virginia,Accomack,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,19.6,13.9,25.5,32412,37.76399152,-75.63600775,51001,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
168,2018,ID,Idaho,Ada,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,14.0,11.6,16.6,469966,43.45109387,-116.2411457,16001,PREVENT,ACCESS2,CrdPrv,Health Insurance
169,2018,ID,Idaho,Ada,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,14.2,11.8,17.0,469966,43.45109387,-116.2411457,16001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
170,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23.3,22.0,24.5,469966,43.45109387,-116.2411457,16001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
171,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21.8,20.7,23.0,469966,43.45109387,-116.2411457,16001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
172,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.5,16.8,18.2,469966,43.45109387,-116.2411457,16001,UNHBEH,BINGE,CrdPrv,Binge Drinking
173,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.0,17.3,18.8,469966,43.45109387,-116.2411457,16001,UNHBEH,BINGE,AgeAdjPrv,Binge Drinking
174,2017,ID,Idaho,Ada,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.6,27.4,29.9,469966,43.45109387,-116.2411457,16001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
175,2017,ID,Idaho,Ada,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,27.1,25.9,28.4,469966,43.45109387,-116.2411457,16001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
176,2017,ID,Idaho,Ada,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,68.8,67.4,70.1,469966,43.45109387,-116.2411457,16001,PREVENT,BPMED,CrdPrv,Taking BP Medication
177,2017,ID,Idaho,Ada,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,49.5,48.4,50.6,469966,43.45109387,-116.2411457,16001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
178,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,6.6,7.3,469966,43.45109387,-116.2411457,16001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
179,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.6,6.3,6.9,469966,43.45109387,-116.2411457,16001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
180,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,8.1,9.1,469966,43.45109387,-116.2411457,16001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
181,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.6,8.1,9.2,469966,43.45109387,-116.2411457,16001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
182,2018,ID,Idaho,Ada,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.2,80.8,85.5,469966,43.45109387,-116.2411457,16001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
183,2018,ID,Idaho,Ada,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.5,81.0,85.8,469966,43.45109387,-116.2411457,16001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
184,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,5.2,6.3,469966,43.45109387,-116.2411457,16001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
185,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,4.9,5.9,469966,43.45109387,-116.2411457,16001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
186,2018,ID,Idaho,Ada,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,67.5,66.4,68.5,469966,43.45109387,-116.2411457,16001,PREVENT,CHECKUP,CrdPrv,Annual Checkup
187,2018,ID,Idaho,Ada,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,66.6,65.5,67.6,469966,43.45109387,-116.2411457,16001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
188,2017,ID,Idaho,Ada,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,76.9,75.1,78.6,469966,43.45109387,-116.2411457,16001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
189,2017,ID,Idaho,Ada,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,75.9,74.0,77.7,469966,43.45109387,-116.2411457,16001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
190,2018,ID,Idaho,Ada,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,67.0,64.3,69.2,469966,43.45109387,-116.2411457,16001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
191,2018,ID,Idaho,Ada,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,65.6,62.9,67.9,469966,43.45109387,-116.2411457,16001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
